,Obs,Time,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,Status,filename,date,site,species,sppcode,ID
5120,5,744,0.734,0.369,44.5,4.65,1.15,4.58,1,3.46,27.49,24.49,29.31,49.9,49.02,18.732,22.891,43.07,52.63,500.5,1200,310,84.69,4.11,-0.958,111115,rgn-eugl-zao5 (RCMP).csv,9/2/19,J10,Eupatorium glehnii,eugle,eugle-J10-5
6125,6,895,18.7,0.364,285,4.67,1.16,4.58,1,3.46,27.63,24.57,29.44,400.7,381.93,18.672,22.848,42.58,52.1,500.8,1200,264,84.68,8.72,-0.964,111115,rgn-eugl-zao5 (RCMP).csv,9/2/19,J10,Eupatorium glehnii,eugle,eugle-J10-5
7122,7,993,18.8,0.359,282,4.62,1.17,4.58,1,3.46,27.59,24.56,29.41,399.75,380.94,18.651,22.782,42.63,52.07,500.8,1199,253,84.68,8.81,-0.956,111115,rgn-eugl-zao5 (RCMP).csv,9/2/19,J10,Eupatorium glehnii,eugle,eugle-J10-5
8102,8,1125,25.5,0.344,434,4.5,1.18,4.58,1,3.46,27.62,24.57,29.42,600.02,574.31,18.62,22.643,42.48,51.65,500.7,1199,207,84.67,11.4,-0.963,111115,rgn-eugl-zao5 (RCMP).csv,9/2/19,J10,Eupatorium glehnii,eugle,eugle-J10-5
984,9,1249,30.1,0.325,594,4.42,1.22,4.58,1,3.46,27.79,24.75,29.61,800.25,769.61,18.605,22.56,42.03,50.96,500.7,1201,217,84.68,14.4,-0.935,111115,rgn-eugl-zao5 (RCMP).csv,9/2/19,J10,Eupatorium glehnii,eugle,eugle-J10-5
1078,10,1381,32.9,0.289,751,4.01,1.23,4.58,1,3.46,27.59,24.6,29.41,1000.43,966.75,18.505,22.092,42.29,50.49,500.5,1199,191,84.68,17.2,-0.915,111115,rgn-eugl-zao5 (RCMP).csv,9/2/19,J10,Eupatorium glehnii,eugle,eugle-J10-5
11119,11,1522.3,37.2,0.247,1170,3.58,1.28,4.58,1,3.46,27.61,24.63,29.43,1500.04,1461.18,18.396,21.605,42,49.32,500.6,1200,199,84.68,24.6,-0.912,111115,rgn-eugl-zao5 (RCMP).csv,9/2/19,J10,Eupatorium glehnii,eugle,eugle-J10-5
1242,1,268.3,17.3,0.386,294,4.29,1.14,5.5,1,3.06,29.9,29.95,29.21,400.54,379.73,28.149,32.715,63.08,73.32,499.6,1199,734,94.94,4.13,-0.633,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
2185,2,371,12.9,0.387,219,4.38,1.16,5.5,1,3.06,30.01,29.99,29.42,298.96,283.38,27.925,32.591,62.2,72.6,499.7,1199,752,94.93,3.18,-0.625,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
3192,3,470,8.27,0.385,148,4.39,1.17,5.5,1,3.06,30.02,29.97,29.4,199.78,189.76,27.797,32.468,61.87,72.27,499.7,1200,813,94.94,2.1,-0.644,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
4160,4,573,3,0.382,80,4.41,1.18,5.5,1,3.06,30.03,30.02,29.41,99.46,95.7,27.749,32.444,61.72,72.16,499.8,1199,692,94.94,1.23,-0.63,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
5121,5,673,0.306,0.386,47.9,4.45,1.18,5.5,1,3.06,30.04,30.02,29.42,50.9,50.31,27.723,32.459,61.62,72.14,499.7,1199,672,94.93,0.812,-0.609,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
6126,6,822.5,16.8,0.379,295,4.36,1.18,5.5,1,3.06,29.93,29.98,29.22,400.32,380.01,27.738,32.385,62.04,72.43,499.4,1202,683,94.93,4.1,-0.633,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
7123,7,920.3,17.2,0.38,293,4.41,1.19,5.5,1,3.06,30.05,30.05,29.42,400.58,379.78,27.786,32.483,61.75,72.18,499.8,1201,698,94.93,4.06,-0.61,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
8103,8,1052,22.8,0.376,455,4.33,1.18,5.5,1,3.06,29.91,29.96,29.21,599.8,572.02,27.73,32.343,62.11,72.45,499.6,1199,688,94.93,6.01,-0.604,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
985,9,1169,25.1,0.37,635,4.3,1.19,5.5,1,3.06,30.03,29.97,29.42,799.74,768.5,27.711,32.291,61.65,71.84,499.5,1200,664,94.93,8.17,-0.61,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
1079,10,1305,25.7,0.352,821,4.16,1.2,5.5,1,3.06,30.01,29.98,29.42,999.94,967.29,27.753,32.182,61.79,71.65,499.9,1199,628,94.93,10.3,-0.586,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
11120,11,1433.3,25.7,0.334,1010,4.04,1.22,5.5,1,3.06,30.12,30.03,29.6,1201.14,1167.63,27.779,32.077,61.47,70.98,499.8,1200,638,94.93,12.6,-0.582,111115,rgn-euli-ski1-1.csv,7/30/19,J17,Eupatorium lindleyanum,eulin,eulin-J17-1
1243,1,248,10.2,0.119,239,1.61,1.37,6,1,2.84,30.45,31.89,28.45,400.46,387.51,31.424,33.29,72.89,77.21,499.8,1200,1459,101.4,1.85,-0.591,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
2186,2,357,7.66,0.123,181,1.59,1.31,6,1,2.84,30.35,31.8,28.36,299.24,289.49,31.818,33.662,74.21,78.51,499.8,1200,1470,101.4,1.02,-0.503,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
3193,3,463,4.65,0.121,125,1.5,1.26,6,1,2.84,30.25,31.7,28.27,198.34,192.42,32.152,33.892,75.44,79.52,499.8,1199,1475,101.4,0.47,-0.466,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
4161,4,571,1.71,0.124,72.1,1.47,1.21,6,1,2.84,30.16,31.61,28.18,98.97,96.74,32.425,34.135,76.43,80.46,499.8,1199,1491,101.4,0.0454,-0.346,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
5122,5,676,-0.142,0.155,49.6,1.85,1.22,6,1,2.84,30.18,31.6,28.23,48.99,49.05,31.869,34.008,75.03,80.07,499.8,1200,1496,101.4,-0.474,-0.361,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
6127,6,814.5,12.1,0.166,258,1.91,1.18,6,1,2.84,30.28,31.62,28.32,401.93,386.54,32.202,34.418,75.4,80.59,499.8,1200,1497,101.4,3.04,-0.29,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
7124,7,915.3,12.7,0.169,252,1.91,1.16,6,1,2.84,30.28,31.62,28.32,400,383.91,32.388,34.604,75.85,81.04,499.8,1199,1516,101.4,3.23,-0.209,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
8104,8,1054.8,17.4,0.208,425,2.5,1.26,6,1,2.84,30.25,31.57,28.32,600.64,578.01,30.649,33.554,71.87,78.68,499.8,1200,1525,101.4,4.05,-0.431,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
986,9,1173.8,20.7,0.213,594,2.52,1.24,6,1,2.84,30.29,31.56,28.37,800.36,773.17,30.829,33.749,72.15,78.98,499.7,1200,1536,101.4,5.86,-0.408,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
1080,10,1318.3,22.6,0.216,774,2.48,1.21,6,1,2.84,30.29,31.51,28.35,999.53,969.51,31.043,33.923,72.64,79.38,499.7,1200,1546,101.4,7.85,-0.391,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
11121,11,1449.3,23.6,0.218,962,2.52,1.21,6,1,2.84,30.37,31.61,28.44,1200.26,1168.37,31.159,34.087,72.58,79.41,499.5,1199,1555,101.4,10.1,-0.365,111115,rgn-faja-hirose3-1.csv,7/29/19,J8,Fallopia japonica,fajap,fajap-J8-1
1244,1,433.3,11.5,0.111,206,1.89,1.51,6,1,2.84,29.32,29.98,28.06,400.04,385.39,28.528,30.724,62.17,66.96,500.6,1200,1267,89.28,1.7,-0.346,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
2187,2,537.5,7.69,0.0941,149,1.57,1.48,6,1,2.84,29.03,29.89,27.67,299.68,289.92,29.04,30.864,64.35,68.39,500.6,1199,1265,89.28,0.702,-0.336,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
3194,3,643,4.37,0.0948,114,1.57,1.47,6,1,2.84,29.05,29.97,27.67,199.6,193.99,29.399,31.221,65.09,69.12,500.7,1200,1268,89.28,-0.219,-0.317,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
4162,4,744.5,0.948,0.0896,77.8,1.47,1.45,6,1,2.84,28.85,30,27.27,98.84,97.53,29.765,31.471,66.65,70.47,500.6,1200,1305,89.28,-0.983,-0.311,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
5123,5,848,-0.603,0.092,59.5,1.46,1.4,6,1,2.84,29.01,29.9,27.85,49.47,50.11,30.067,31.756,66.7,70.45,500.7,1200,1327,89.28,-1.42,-0.268,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
6128,6,997.5,10.3,0.0881,189,1.39,1.4,6,1,2.84,29.01,29.99,27.66,400.82,387.85,30.405,32.022,67.47,71.06,500.7,1201,1368,89.28,0.841,-0.259,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
7125,7,1096.3,9.81,0.0843,189,1.33,1.4,6,1,2.84,29.21,30.02,28.06,400.26,387.88,30.587,32.136,67.08,70.48,500.5,1200,1415,89.28,0.861,-0.244,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
8105,8,1224.3,15,0.0788,258,1.26,1.4,6,1,2.84,29.09,30.1,27.67,600.58,581.68,30.825,32.282,68.06,71.28,500.5,1200,1262,89.28,2.09,-0.225,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
987,9,1348.3,19.2,0.0754,346,1.18,1.38,6,1,2.84,29.15,30.02,27.87,800.39,776.34,30.987,32.355,68.2,71.21,500.8,1200,1281,89.28,3.49,-0.203,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
1081,10,1499.3,21.6,0.0664,423,1.04,1.37,6,1,2.84,29.05,29.97,27.67,1000.27,973.12,31.107,32.31,68.85,71.51,500.6,1198,1202,89.28,5.03,-0.193,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
11122,11,1630,24.5,0.0619,502,0.973,1.38,6,1,2.84,29.08,30,27.67,1200.08,1169.31,31.179,32.308,68.88,71.37,500.7,1199,1520,89.28,6.78,-0.2,111115,rgn-faja-zao1.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-1
1245,1,107,15.9,0.194,229,3.87,1.8,6,1,2.84,31.42,30.22,31.96,399.46,378.58,24.141,28.651,45.89,54.46,499.7,1201,442,87.84,6.21,-0.584,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
2188,2,213,11.6,0.194,175,3.81,1.77,6,1,2.84,30.86,30.13,30.98,299.35,284.13,24.248,28.699,47.6,56.34,499.6,1199,249,87.85,4.8,-0.56,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
3195,3,316.5,7.13,0.199,125,3.74,1.7,6,1,2.84,30.8,29.75,31.36,199.93,190.51,24.125,28.49,47.53,56.13,499.6,1200,372,87.85,3.44,-0.546,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
4163,4,420,2.21,0.199,75.3,3.71,1.69,6,1,2.84,31.52,29.59,32.98,99.97,96.89,23.8,28.126,44.99,53.16,499.9,1200,403,87.85,2.6,-0.549,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
5124,5,522,-0.129,0.199,49.2,3.96,1.8,6,1,2.84,32.12,30.1,33.34,49.82,49.74,23.699,28.322,43.3,51.74,499.9,1202,644,87.85,2.2,-0.531,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
6129,6,670.3,16.3,0.204,233,4.06,1.8,6,1,2.84,31.43,30.23,31.76,400.81,379.42,23.916,28.65,45.43,54.42,499.7,1200,760,87.84,5.62,-0.525,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
7126,7,767.8,16,0.196,231,3.81,1.75,6,1,2.84,31.19,29.92,31.76,399.63,378.73,23.896,28.34,46.03,54.59,499.5,1202,185,87.85,5.34,-0.496,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
8106,8,900.3,22.6,0.179,344,3.47,1.74,6,1,2.84,31.89,29.61,33.51,601.07,571.55,23.584,27.632,43.66,51.15,499.8,1201,232,87.85,7.89,-0.507,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
988,9,1019.3,27.7,0.163,457,3.45,1.89,6,1,2.84,32.51,30.18,33.92,799.41,762.98,23.473,27.507,41.96,49.17,499.7,1199,532,87.84,10.3,-0.501,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
1082,10,1157,32.1,0.159,593,3.36,1.88,6,1,2.84,31.64,30.14,32.34,1000.7,958.23,23.535,27.46,44.2,51.57,499.7,1199,232,87.85,12.3,-0.5,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
11123,11,1317,35.3,0.111,886,2.44,1.93,6,1,2.84,31.47,29.91,32.55,1500.15,1453.47,23.399,26.258,44.35,49.77,499.4,1200,303,87.85,18.4,-0.49,111115,rgn-faja-zao10.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-10
1246,1,105,13.6,0.148,221,2.43,1.43,6,1,2.84,29.2,26.88,31.05,400.06,382.57,22.06,24.904,46.35,52.33,499.7,1201,565,85.5,7.6,-0.573,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
2189,2,211.5,9.05,0.133,169,2.08,1.35,6,1,2.84,29.58,27.41,31.37,300.11,288.52,24.603,27.037,50.58,55.58,499.9,1200,755,85.5,6.08,-0.688,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
3196,3,326.5,5.39,0.142,125,2.26,1.38,6,1,2.84,30.02,27.96,31.78,199.6,192.61,25.505,28.144,51.14,56.43,499.7,1201,422,85.5,4.56,-0.675,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
4164,4,428,1.84,0.143,73.8,2.53,1.54,6,1,2.84,30.41,28.37,32.13,100.36,97.85,24.398,27.36,47.82,53.63,499.4,1198,707,85.5,3.39,-0.61,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
5125,5,526.8,-0.115,0.145,48.8,2.81,1.67,6,1,2.84,30.63,28.58,32.35,49.05,49.03,23.034,26.321,44.59,50.96,499.6,1201,690,85.5,3.08,-0.555,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
6130,6,678,12.6,0.139,224,2.85,1.77,6,1,2.84,30.98,28.76,32.69,401.87,385.37,22.337,25.676,42.38,48.71,499.8,1201,190,85.49,7.5,-0.548,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
7127,7,775.3,12.3,0.127,214,2.55,1.73,6,1,2.84,30.6,28.34,32.38,400.71,384.8,22.076,25.06,42.8,48.58,499.9,1201,586,85.49,7.51,-0.587,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
8107,8,904,17.9,0.122,317,2.51,1.78,6,1,2.84,30.73,28.5,32.46,599.6,576.33,21.986,24.925,42.31,47.97,499.9,1198,264,85.49,10,-0.574,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
989,9,1034.5,21.8,0.111,424,2.33,1.81,6,1,2.84,30.74,28.48,32.47,799.1,770.81,21.76,24.491,41.86,47.11,499.8,1200,263,85.49,12.7,-0.559,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
1083,10,1171,23.9,0.0958,534,2.04,1.82,6,1,2.84,30.54,28.25,32.35,1001.09,970.05,21.419,23.808,41.68,46.32,499.4,1200,173,85.5,16.1,-0.563,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
11124,11,1305,28.7,0.083,856,1.76,1.8,6,1,2.84,30.19,27.97,32,1500.72,1463.17,21.213,23.273,42.11,46.2,499.8,1199,336,85.5,22.9,-0.58,111115,rgn-faja-zao11.csv,8/26/19,J10,Fallopia japonica,fajap,fajap-J10-11
1247,1,159.5,18.2,0.305,263,4.51,1.35,6,1,2.84,28.64,25.57,30.51,400.07,376.14,17.519,22.817,37.78,49.2,499.7,1199,368,84.94,8.87,-0.983,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
2190,2,271,13,0.272,194,4.29,1.42,6,1,2.84,28.79,25.84,30.66,300.35,283.27,17.566,22.597,37.56,48.32,499.6,1200,231,84.94,7.67,-0.954,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
3197,3,379,7.53,0.223,128,3.78,1.51,6,1,2.84,28.86,26.04,30.72,200.06,190.15,17.664,22.1,37.6,47.04,499.6,1200,69,84.93,6.36,-0.945,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
4165,4,481.5,2.34,0.18,72.4,3.27,1.59,6,1,2.84,28.89,26.24,30.74,100.14,96.95,17.754,21.59,37.74,45.89,499.7,1200,89,84.94,5.1,-0.927,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
5126,5,582.3,0.0257,0.154,46.5,2.89,1.63,6,1,2.84,28.86,26.31,30.71,48.48,48.28,17.84,21.24,37.98,45.22,499.7,1200,264,84.93,4.51,-0.884,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
6131,6,724.3,11.6,0.127,224,2.5,1.69,6,1,2.84,28.99,26.46,30.84,400.11,385.08,17.983,20.918,37.99,44.19,499.8,1200,44,84.93,9.52,-0.933,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
7128,7,822.3,11.1,0.123,226,2.42,1.69,6,1,2.84,29.01,26.49,30.83,400.13,385.71,18.111,20.952,38.22,44.21,499.8,1199,142,84.93,9.51,-0.895,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
8108,8,951.3,16.2,0.115,331,2.18,1.63,6,1,2.84,28.64,26.12,30.47,600.45,579.45,18.266,20.83,39.38,44.91,499.7,1200,269,84.93,12.1,-1.12,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
990,9,1069.5,19.9,0.109,452,2.07,1.62,6,1,2.84,28.52,26.07,30.34,798.92,773.1,18.368,20.801,39.89,45.17,499.7,1200,189,84.93,15,-0.92,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
1084,10,1205.5,23.1,0.106,586,1.99,1.61,6,1,2.84,28.38,25.99,30.21,998.83,968.81,18.447,20.793,40.37,45.5,499.7,1200,204,84.92,18.1,-0.915,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
11125,11,1335.5,28.9,0.104,967,1.97,1.61,6,1,2.84,28.4,26.03,30.25,1499.94,1461.8,18.481,20.798,40.41,45.48,499.6,1200,206,84.91,25.2,-0.896,111115,rgn-faja-zao12.csv,9/2/19,J10,Fallopia japonica,fajap,fajap-J10-12
1248,1,566,19.3,0.298,256,3.23,1.01,6,1,2.84,29.57,30.02,28.44,400.04,375.44,33.246,36.979,70.37,78.27,500.6,1199,641,87.99,2.48,0.0485,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
2191,2,674,14.3,0.311,196,3.35,1.01,6,1,2.84,29.57,30.03,28.45,299.63,281.31,33.206,37.066,70.32,78.49,500.7,1201,578,87.99,1.59,0.0733,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
3198,3,777,9.03,0.306,132,3.35,1.02,6,1,2.84,29.61,30.12,28.45,198.28,186.7,33.307,37.168,70.36,78.52,500.6,1200,552,87.99,0.836,0.119,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
4166,4,879.5,2.88,0.306,77.1,3.3,1.01,6,1,2.84,29.53,30.02,28.43,99,95.18,33.211,37.023,70.45,78.54,500.4,1201,550,87.99,0.294,0.124,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
5127,5,982,-0.0462,0.307,49,3.3,1,6,1,2.84,29.57,29.98,28.45,49.84,49.69,33.18,36.989,70.26,78.32,499.9,1200,508,87.99,-0.341,0.0962,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
6132,6,1135.3,19.5,0.313,261,3.35,1,6,1,2.84,29.59,30.04,28.45,400.85,376.02,33.297,37.161,70.42,78.59,500.7,1199,525,87.99,2.88,0.147,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
7129,7,1233.5,19.8,0.3,254,3.23,1,6,1,2.84,29.39,29.98,28.05,399.78,374.62,33.246,36.97,71.1,79.07,500.7,1200,563,87.99,2.54,0.16,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
8109,8,1365.3,27.7,0.306,398,3.35,1.02,6,1,2.84,29.49,30.06,28.25,600.01,564.6,33.161,37.022,70.52,78.73,500.6,1201,580,87.99,4.43,0.197,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
992,9,1489.5,33,0.3,551,3.35,1.04,6,1,2.84,29.31,30.09,27.85,798.78,756.17,32.958,36.828,70.82,79.14,500.6,1200,568,87.99,6.49,0.243,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
1085,10,1625,35.7,0.299,729,3.37,1.05,6,1,2.84,29.3,30.08,27.86,999.72,953.11,32.864,36.75,70.66,79.01,500.7,1199,542,87.99,8.53,0.303,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
11126,11,1752.5,37.3,0.287,903,3.32,1.07,6,1,2.84,29.23,30.15,27.67,1199.7,1150.36,32.783,36.62,70.78,79.06,500.7,1199,557,87.99,10.6,0.31,111115,rgn-faja-zao2.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-2
1249,1,1160.3,4.86,0.0415,194,0.796,1.63,6,1,2.84,29.3,31.67,27.29,399.79,393.59,33.999,34.921,72.74,74.71,500.6,1200,1004,87.53,1.29,0.0388,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
2192,2,1267.5,3.51,0.0432,157,0.812,1.6,6,1,2.84,29.14,31.54,27.15,300.15,295.65,33.951,34.89,73.27,75.3,500.7,1200,1026,87.53,0.352,0.0762,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
3199,3,1372.5,2.01,0.0411,112,0.735,1.52,6,1,2.84,28.85,31.18,26.89,198.85,196.27,33.859,34.709,74.36,76.23,500.7,1200,1073,87.54,-0.159,0.102,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
4167,4,1477.5,0.546,0.0471,77.7,0.837,1.51,6,1,2.84,28.85,31.19,26.91,99.83,99.08,33.852,34.821,74.33,76.46,500.5,1200,1130,87.53,-0.735,0.138,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
5128,5,1578.8,-0.293,0.0545,57.1,0.973,1.52,6,1,2.84,28.97,31.33,27,49.65,49.94,33.978,35.103,74.07,76.52,500.6,1200,1168,87.53,-1.09,0.159,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
6133,6,1714.5,7.41,0.0648,197,1.13,1.49,6,1,2.84,28.93,31.25,26.93,401.18,391.77,33.938,35.244,74.14,76.99,500.6,1199,671,87.53,1.56,0.209,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
7130,7,1811.3,7.65,0.0697,203,1.18,1.45,6,1,2.84,28.82,31.06,26.89,400.55,390.83,33.821,35.181,74.37,77.36,500.4,1200,338,87.53,1.3,0.237,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
8116,8,1928.8,11.6,0.0588,253,0.934,1.36,6,1,2.84,28.36,30.51,26.42,599.99,585.41,33.495,34.575,75.65,78.09,500.6,1201,319,87.53,3.06,0.241,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
993,9,2051.3,14.5,0.0703,431,1.05,1.29,6,1,2.84,28.42,30.14,27.08,801.38,783.04,33.108,34.329,74.52,77.27,500.7,1199,471,87.53,5.1,0.234,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
1086,10,2188.3,19.6,0.0678,487,1.06,1.34,6,1,2.84,28.33,30.25,26.69,1000.74,976.05,32.825,34.05,74.26,77.04,500.7,1199,1079,87.53,6.47,0.162,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
11127,11,2304,25.8,0.0773,596,1.23,1.37,6,1,2.84,28.25,30.4,26.34,1199.33,1166.64,32.763,34.183,74.46,77.68,500.5,1200,1298,87.53,8.72,0.225,111115,rgn-faja-zao3.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-3
1250,1,402.3,9.09,0.0883,211,1.47,1.42,6,1,2.84,30.16,29.92,30.39,399.93,388.35,30.86,32.56,62.11,65.54,500.5,1199,231,86.57,2.7,-0.114,111115,rgn-faja-zao4.csv,8/7/19,J10,Fallopia japonica,fajap,fajap-J10-4
